state,observation_count,requested_fraction,active_factor_count,active_factor_fraction,replicate,base_seed,state_index,fraction_index,subset_sha256,active_laplace_leader,full_shadow_leader,action_agreement,full_laplace_ei_regret,active_full_ei_spearman,maximum_absolute_ei_difference,median_absolute_ei_difference,map_iterations,map_gradient_infinity_norm,factor_energy_gradient_work,factor_hessian_work,single_active_fit_conditioning_seconds,peak_rss_bytes,authorized_target_rows_read,unauthorized_later_target_rows_read
seed_0_after_6_queries,14,0.1,12472,0.10000160361776167,7,20260823,1,0,7d878086dea7c29688f299f29e93dcd596eb40fc0e17806d07ccb18daa404a30,135,134,False,1.0686312061755003e-06,0.9223849136960927,2.983795774603065e-06,5.005823579121175e-07,57,4.6786459993557183e-07,885512,12472,0.02373920800164342,222232576,14,0
seed_0_after_6_queries,14,0.1,12472,0.10000160361776167,8,20260823,1,0,e2d597dbd636afbb11b7a04295ca76cb2ae57abc91df369cd033965bedcb1d4d,135,134,False,1.0686312061755003e-06,0.9115146898426275,2.8185869422475537e-06,5.107229106012324e-07,63,1.424917327129925e-07,935400,12472,0.024606958962976933,222232576,14,0
seed_0_after_6_queries,14,0.1,12472,0.10000160361776167,9,20260823,1,0,da192f06af5eb05c21a384723c8b09e8e9ca5ab3578c04e7d7ee9a15016938e1,85,134,False,7.722960083769069e-07,0.9252480047090599,2.982774819080467e-06,5.075515954838336e-07,71,3.3085902893022906e-07,997760,12472,0.026819375110790133,222232576,14,0
seed_0_after_6_queries,14,0.1,12472,0.10000160361776167,10,20260823,1,0,4b6109b53e21065a99a6b47cd024a267ca03c47382a15ce0b5e3409cef7926f1,135,134,False,1.0686312061755003e-06,0.9179701701840344,2.6821093401079676e-06,5.068649312716326e-07,82,2.425981052531223e-06,1172368,12472,0.03110987483523786,222232576,14,0
seed_0_after_6_queries,14,0.1,12472,0.10000160361776167,11,20260823,1,0,8c7138d68b43be107a6138d0ef1084ca99696f0c9608c1ff617ec25f9a5f1979,77,134,False,2.7154206867123845e-06,0.9201710496701928,2.7919711466367044e-06,5.116675000263901e-07,58,7.17624744059342e-07,873040,12472,0.024818458827212453,222232576,14,0
seed_0_after_6_queries,14,0.1,12472,0.10000160361776167,12,20260823,1,0,e5435798d2366a8299a4e3b7b01637a68df3b96852b7346cbfab4cc3f175159e,135,134,False,1.0686312061755003e-06,0.9296281227818078,2.770574436111551e-06,4.941377538722933e-07,66,1.3675909123211927e-06,947872,12472,0.024089833023026586,222232576,14,0
seed_0_after_6_queries,14,0.1,12472,0.10000160361776167,13,20260823,1,0,260935fe99a99a6979086d3667c106592492d01feee26a24d99a3c8f4c58c9a7,135,134,False,1.0686312061755003e-06,0.9181476255604994,2.8183148036154764e-06,5.02033500665161e-07,73,5.654728953800869e-07,1022704,12472,0.028201957931742072,222232576,14,0
seed_0_after_6_queries,14,0.1,12472,0.10000160361776167,14,20260823,1,0,740c294965b8a38975f0192d5f6189f156f57a325ac1c3ec11a4a45cce4addf2,135,134,False,1.0686312061755003e-06,0.9151070791710672,2.9277755716433026e-06,5.09528649337092e-07,61,2.688872497713657e-07,897984,12472,0.023207208141684532,222232576,14,0
seed_0_after_6_queries,14,0.1,12472,0.10000160361776167,15,20260823,1,0,6f4a4276c7e88e091574b057b5c4b2bfb4e447196d90a7ba742063a907cccdd7,135,134,False,1.0686312061755003e-06,0.9187167812191618,2.5729758527208672e-06,5.05527216743715e-07,59,9.613285879006561e-07,922928,12472,0.025089000118896365,222232576,14,0
seed_0_after_6_queries,14,0.1,12472,0.10000160361776167,16,20260823,1,0,e3f2fdc1e27a6532e38988999c738cd9f759ec5b7e0bf6e5103de341effef727,135,134,False,1.0686312061755003e-06,0.9109000882948703,2.788522221010153e-06,5.156862438164603e-07,69,1.0146427556739085e-06,1010232,12472,0.025508875027298927,222232576,14,0
