seed,method,phase,initial_order,query_index,action_position,action_key,node_index,gw_band_gap_ev,standardized_observation,best_observed_gw_ev,simple_regret_ev
10,NO_PBE,initial,8,0,97,current-nlr-pbe-gw-v1:gw:matdb:000012095,894,3.558,-0.8104813400471603,,
10,FULL_PBE,initial,1,0,28,current-nlr-pbe-gw-v1:gw:matdb:000012353,398,4.877,0.17924196746095566,,
10,FULL_PBE,initial,2,0,149,current-nlr-pbe-gw-v1:gw:matdb:000011568,1649,2.635,-1.5030625476513992,,
10,FULL_PBE,initial,3,0,49,current-nlr-pbe-gw-v1:gw:matdb:000010042,559,7.217,1.9350816487111386,,
10,FULL_PBE,initial,4,0,176,current-nlr-pbe-gw-v1:gw:matdb:000287053,2037,4.306,-0.24921292911761447,,
10,FULL_PBE,initial,5,0,156,current-nlr-pbe-gw-v1:gw:matdb:000290207,1880,4.959,0.24077139218852606,,
10,FULL_PBE,initial,6,0,142,current-nlr-pbe-gw-v1:gw:matdb:000290107,1585,5.16,0.39159351865488834,,
10,FULL_PBE,initial,7,0,38,current-nlr-pbe-gw-v1:gw:matdb:000286953,504,4.393,-0.18393171019933863,,
10,FULL_PBE,initial,8,0,97,current-nlr-pbe-gw-v1:gw:matdb:000012095,894,3.558,-0.8104813400471603,,
10,NO_PBE,sequential,,1,137,current-nlr-pbe-gw-v1:gw:matdb:000010484,1562,8.175,2.653925415650317,8.175,2.1739999999999995
10,NO_PBE,sequential,,2,136,current-nlr-pbe-gw-v1:gw:matdb:000011348,1556,3.147,-1.118878822523154,8.175,2.1739999999999995
10,NO_PBE,sequential,,3,145,current-nlr-pbe-gw-v1:gw:matdb:000011066,1612,2.442,-1.6478818034126321,8.175,2.1739999999999995
10,NO_PBE,sequential,,4,162,current-nlr-pbe-gw-v1:gw:matdb:000010290,1927,5.514,0.6572205473568392,8.175,2.1739999999999995
10,NO_PBE,sequential,,5,21,current-nlr-pbe-gw-v1:gw:matdb:000010038,299,3.369,-0.9522991604558287,8.175,2.1739999999999995
10,NO_PBE,sequential,,6,151,current-nlr-pbe-gw-v1:gw:matdb:000290117,1765,5.717,0.8095433914994828,8.175,2.1739999999999995
10,NO_PBE,sequential,,7,133,current-nlr-pbe-gw-v1:gw:matdb:000286998,1553,6.17,1.1494559451774031,8.175,2.1739999999999995
10,NO_PBE,sequential,,8,85,current-nlr-pbe-gw-v1:gw:matdb:000011426,816,4.269,-0.2769762061288353,8.175,2.1739999999999995
10,NO_PBE,sequential,,9,77,current-nlr-pbe-gw-v1:gw:matdb:000011455,730,3.015,-1.2179261891577795,8.175,2.1739999999999995
10,NO_PBE,sequential,,10,10,current-nlr-pbe-gw-v1:gw:matdb:000009582,131,8.896,3.194934137950053,8.896,1.4529999999999994
10,NO_PBE,sequential,,11,16,current-nlr-pbe-gw-v1:gw:matdb:000289615,211,5.092,0.3405691176612929,8.896,1.4529999999999994
10,NO_PBE,sequential,,12,66,current-nlr-pbe-gw-v1:gw:matdb:000290176,704,5.285,0.48538837342252633,8.896,1.4529999999999994
10,FULL_PBE,sequential,,1,137,current-nlr-pbe-gw-v1:gw:matdb:000010484,1562,8.175,2.653925415650317,8.175,2.1739999999999995
10,FULL_PBE,sequential,,2,5,current-nlr-pbe-gw-v1:gw:matdb:000011924,89,10.14,4.128380532597586,10.14,0.20899999999999963
10,FULL_PBE,sequential,,3,71,current-nlr-pbe-gw-v1:gw:matdb:000289958,709,7.794,2.3680386983185557,10.14,0.20899999999999963
10,FULL_PBE,sequential,,4,134,current-nlr-pbe-gw-v1:gw:matdb:000286993,1554,8.131,2.620909626772108,10.14,0.20899999999999963
10,FULL_PBE,sequential,,5,85,current-nlr-pbe-gw-v1:gw:matdb:000011426,816,4.269,-0.2769762061288353,10.14,0.20899999999999963
10,FULL_PBE,sequential,,6,135,current-nlr-pbe-gw-v1:gw:matdb:000289941,1555,5.996,1.0188935073408514,10.14,0.20899999999999963
10,FULL_PBE,sequential,,7,77,current-nlr-pbe-gw-v1:gw:matdb:000011455,730,3.015,-1.2179261891577795,10.14,0.20899999999999963
10,FULL_PBE,sequential,,8,46,current-nlr-pbe-gw-v1:gw:matdb:000289999,513,6.904,1.7002193323729733,10.14,0.20899999999999963
10,FULL_PBE,sequential,,9,133,current-nlr-pbe-gw-v1:gw:matdb:000286998,1553,6.17,1.1494559451774031,10.14,0.20899999999999963
10,FULL_PBE,sequential,,10,15,current-nlr-pbe-gw-v1:gw:matdb:000010786,203,10.349,4.285205529769077,10.349,0.0
10,FULL_PBE,sequential,,11,13,current-nlr-pbe-gw-v1:gw:matdb:000010014,143,9.753,3.8379916622369787,10.349,0.0
10,FULL_PBE,sequential,,12,165,current-nlr-pbe-gw-v1:gw:matdb:000010579,1971,9.956,3.9903145063796224,10.349,0.0
11,NO_PBE,initial,1,0,5,current-nlr-pbe-gw-v1:gw:matdb:000011924,89,10.14,2.193038713771249,,
11,NO_PBE,initial,2,0,135,current-nlr-pbe-gw-v1:gw:matdb:000289941,1555,5.996,0.6727739993253871,,
11,NO_PBE,initial,3,0,24,current-nlr-pbe-gw-v1:gw:matdb:000286938,316,2.621,-0.5653759551279872,,
11,NO_PBE,initial,4,0,113,current-nlr-pbe-gw-v1:gw:matdb:000009927,1148,4.11,-0.019122538185446628,,
11,NO_PBE,initial,5,0,110,current-nlr-pbe-gw-v1:gw:matdb:000010295,1089,2.142,-0.7411015338489254,,
11,NO_PBE,initial,6,0,148,current-nlr-pbe-gw-v1:gw:matdb:000010195,1647,2.15,-0.7381666598828137,,
11,NO_PBE,initial,7,0,23,current-nlr-pbe-gw-v1:gw:matdb:000010465,315,2.979,-0.4340403451444885,,
11,NO_PBE,initial,8,0,93,current-nlr-pbe-gw-v1:gw:matdb:000010188,885,3.159,-0.36800568090697533,,
11,FULL_PBE,initial,1,0,5,current-nlr-pbe-gw-v1:gw:matdb:000011924,89,10.14,2.193038713771249,,
11,FULL_PBE,initial,2,0,135,current-nlr-pbe-gw-v1:gw:matdb:000289941,1555,5.996,0.6727739993253871,,
11,FULL_PBE,initial,3,0,24,current-nlr-pbe-gw-v1:gw:matdb:000286938,316,2.621,-0.5653759551279872,,
11,FULL_PBE,initial,4,0,113,current-nlr-pbe-gw-v1:gw:matdb:000009927,1148,4.11,-0.019122538185446628,,
11,FULL_PBE,initial,5,0,110,current-nlr-pbe-gw-v1:gw:matdb:000010295,1089,2.142,-0.7411015338489254,,
11,FULL_PBE,initial,6,0,148,current-nlr-pbe-gw-v1:gw:matdb:000010195,1647,2.15,-0.7381666598828137,,
11,FULL_PBE,initial,7,0,23,current-nlr-pbe-gw-v1:gw:matdb:000010465,315,2.979,-0.4340403451444885,,
11,FULL_PBE,initial,8,0,93,current-nlr-pbe-gw-v1:gw:matdb:000010188,885,3.159,-0.36800568090697533,,
11,NO_PBE,sequential,,1,77,current-nlr-pbe-gw-v1:gw:matdb:000011455,730,3.015,-0.42083341229698584,10.14,0.20899999999999963
11,NO_PBE,sequential,,2,85,current-nlr-pbe-gw-v1:gw:matdb:000011426,816,4.269,0.03920808189102337,10.14,0.20899999999999963
11,NO_PBE,sequential,,3,105,current-nlr-pbe-gw-v1:gw:matdb:000012079,1026,2.914,-0.4578861961191461,10.14,0.20899999999999963
11,NO_PBE,sequential,,4,71,current-nlr-pbe-gw-v1:gw:matdb:000289958,709,7.794,1.3323869232089918,10.14,0.20899999999999963
11,NO_PBE,sequential,,5,133,current-nlr-pbe-gw-v1:gw:matdb:000286998,1553,6.17,0.7366075080883164,10.14,0.20899999999999963
11,NO_PBE,sequential,,6,134,current-nlr-pbe-gw-v1:gw:matdb:000286993,1554,8.131,1.4560184890314474,10.14,0.20899999999999963
11,NO_PBE,sequential,,7,46,current-nlr-pbe-gw-v1:gw:matdb:000289999,513,6.904,1.005882194479065,10.14,0.20899999999999963
11,NO_PBE,sequential,,8,72,current-nlr-pbe-gw-v1:gw:matdb:000290106,710,4.684,0.19145466888306792,10.14,0.20899999999999963
11,NO_PBE,sequential,,9,70,current-nlr-pbe-gw-v1:gw:matdb:000286988,708,4.956,0.29124038373086586,10.14,0.20899999999999963
11,NO_PBE,sequential,,10,47,current-nlr-pbe-gw-v1:gw:matdb:000290087,514,4.235,0.02673486753504871,10.14,0.20899999999999963
11,NO_PBE,sequential,,11,152,current-nlr-pbe-gw-v1:gw:matdb:000290129,1797,4.263,0.03700692641643951,10.14,0.20899999999999963
11,NO_PBE,sequential,,12,63,current-nlr-pbe-gw-v1:gw:matdb:000286978,695,3.075,-0.3988218575511481,10.14,0.20899999999999963
11,FULL_PBE,sequential,,1,134,current-nlr-pbe-gw-v1:gw:matdb:000286993,1554,8.131,1.4560184890314474,10.14,0.20899999999999963
11,FULL_PBE,sequential,,2,71,current-nlr-pbe-gw-v1:gw:matdb:000289958,709,7.794,1.3323869232089918,10.14,0.20899999999999963
11,FULL_PBE,sequential,,3,85,current-nlr-pbe-gw-v1:gw:matdb:000011426,816,4.269,0.03920808189102337,10.14,0.20899999999999963
11,FULL_PBE,sequential,,4,46,current-nlr-pbe-gw-v1:gw:matdb:000289999,513,6.904,1.005882194479065,10.14,0.20899999999999963
11,FULL_PBE,sequential,,5,77,current-nlr-pbe-gw-v1:gw:matdb:000011455,730,3.015,-0.42083341229698584,10.14,0.20899999999999963
11,FULL_PBE,sequential,,6,15,current-nlr-pbe-gw-v1:gw:matdb:000010786,203,10.349,2.269712296135917,10.349,0.0
11,FULL_PBE,sequential,,7,13,current-nlr-pbe-gw-v1:gw:matdb:000010014,143,9.753,2.0510641856605947,10.349,0.0
11,FULL_PBE,sequential,,8,165,current-nlr-pbe-gw-v1:gw:matdb:000010579,1971,9.956,2.125536612550679,10.349,0.0
11,FULL_PBE,sequential,,9,118,current-nlr-pbe-gw-v1:gw:matdb:000289858,1249,6.142,0.7263354492069256,10.349,0.0
11,FULL_PBE,sequential,,10,182,current-nlr-pbe-gw-v1:gw:matdb:000290238,2055,6.496,0.8562036222073685,10.349,0.0
11,FULL_PBE,sequential,,11,119,current-nlr-pbe-gw-v1:gw:matdb:000289924,1254,6.706,0.9332440638178006,10.349,0.0
11,FULL_PBE,sequential,,12,128,current-nlr-pbe-gw-v1:gw:matdb:000289881,1505,5.675,0.5550121814351548,10.349,0.0
