count,dimension,median,posterior,q25,q75,seed,top2_relevance_probability
40,4,153.2766876220703,fresh,92.45849609375,287.1756896972656,0,0.0
40,5,118.59439086914062,fresh,74.77719116210938,201.040771484375,0,0.0
40,6,145.65625,fresh,85.08816528320312,257.74993896484375,0,0.0
40,7,115.18907165527344,fresh,68.11731719970703,213.93771362304688,0,0.0
40,8,144.85401916503906,fresh,87.44767761230469,266.01080322265625,0,0.0
40,9,139.11062622070312,fresh,75.32669067382812,230.75265502929688,0,0.0
16,0,1.137899398803711,reused,0.7876280546188354,1.5167595148086548,1,0.6445312500000001
16,1,0.8745459318161011,reused,0.619507372379303,1.178833246231079,1,0.7773437500000001
16,2,2.9862983226776123,reused,1.7036073207855225,6.009402275085449,1,0.10937500000000001
16,3,4.019138813018799,reused,2.305877208709717,6.703256607055664,1,0.015625000000000003
16,4,3.0760958194732666,reused,1.7523140907287598,5.155707836151123,1,0.054687500000000014
16,5,3.4084181785583496,reused,1.9022926092147827,5.696706295013428,1,0.046875000000000014
16,6,3.0683701038360596,reused,1.5084409713745117,5.593996524810791,1,0.10546875000000001
16,7,3.0485355854034424,reused,1.5467280149459839,5.318511962890625,1,0.10156250000000001
16,8,3.3448281288146973,reused,1.9001647233963013,5.718423843383789,1,0.07812500000000001
16,9,3.0079967975616455,reused,1.7705175876617432,4.611961364746094,1,0.06640625000000001
16,0,1.137899398803711,fresh,0.7876280546188354,1.5167595148086548,1,0.6445312500000001
16,1,0.8745459318161011,fresh,0.619507372379303,1.178833246231079,1,0.7773437500000001
16,2,2.9862983226776123,fresh,1.7036073207855225,6.009402275085449,1,0.10937500000000001
16,3,4.019138813018799,fresh,2.305877208709717,6.703256607055664,1,0.015625000000000003
16,4,3.0760958194732666,fresh,1.7523140907287598,5.155707836151123,1,0.054687500000000014
16,5,3.4084181785583496,fresh,1.9022926092147827,5.696706295013428,1,0.046875000000000014
16,6,3.0683701038360596,fresh,1.5084409713745117,5.593996524810791,1,0.10546875000000001
16,7,3.0485355854034424,fresh,1.5467280149459839,5.318511962890625,1,0.10156250000000001
16,8,3.3448281288146973,fresh,1.9001647233963013,5.718423843383789,1,0.07812500000000001
16,9,3.0079967975616455,fresh,1.7705175876617432,4.611961364746094,1,0.06640625000000001
18,0,0.9367521405220032,reused,0.693821907043457,1.2878211736679077,1,0.8986901919924554
18,1,0.7466101646423339,reused,0.5888221263885498,1.012702465057373,1,0.9603070431266445
18,2,5.911778450012207,reused,3.237891674041748,9.156514167785645,1,0.025403190430001357
18,3,5.210322856903076,reused,3.475531816482544,8.81509017944336,1,0.005278748046264888
