support_count,factor_count,state,record_kind,epsilon,stage,active_factor_count,active_factor_fraction,active_leader,worst_challenger,active_ei_gap,b_struct,max_psi,shadow_full_leader,shadow_full_action_agreement,shadow_full_laplace_ei_regret,cumulative_factor_energy_gradient_calls,cumulative_factor_energy_gradient_work,cumulative_factor_hessian_calls,cumulative_factor_hessian_work,stage_fit_conditioning_seconds,load_solve_seconds,load_solve_iterations,load_solve_relative_residual,cumulative_conditioning_seconds,activated_factor_count_after_stage,certified,full_bank_fallback,peak_rss_bytes,pair_solve_seconds,pair_solve_iterations,pair_solve_relative_residual
2142,2292440,seed_0_after_6_queries,stage,0.02,8,2237115,0.9758663258362269,71,160,-3.772992781293586e-06,0.06660957529482744,0.06660580230204614,71,True,0.0,414,924304738,8,17874197,1.8205097920726985,0.0008917090017348528,18,1.619814816889941e-12,19.54921349999495,0,False,False,369623040,,,
2142,2292440,seed_0_after_6_queries,fallback,0.02,8,2292440,1.0,71,,,0.0,,71,True,0.0,490,1098530178,9,20166637,3.5382196670398116,0.0,0,0.0,23.093874082900584,0,False,True,369623040,,,
2142,2292440,seed_0_after_12_queries,stage,0.02,0,0,0.0,133,24,-7.163128076212676e-06,2.38773155769122,2.3877243945631434,10,False,1.2449572971333115e-06,0,0,0,0,0.0,0.0008417910430580378,16,8.959035911966675e-12,0.001210582908242941,2210891,False,False,369623040,0.0008445838466286659,18,3.2888587797806624e-12
2142,2292440,seed_0_after_12_queries,stage,0.02,1,2210891,0.9644269860934201,10,8,-2.1183231110917347e-06,0.5266049380305958,0.5266028197074847,10,True,0.0,92,203401972,1,2210891,4.381575042149052,0.0010230420157313347,18,2.895322710419739e-12,4.725264707813039,13098,False,False,378912768,0.0008435409981757402,18,2.362165013290599e-12
2142,2292440,seed_0_after_12_queries,stage,0.02,2,2223989,0.9701405489347594,10,9,-2.1509862227257637e-06,0.3542496532658469,0.35424750227962415,10,True,0.0,163,361305191,2,4434880,3.003333958797157,0.001006874954327941,18,1.8221084499224224e-12,7.761259916936979,2688,False,False,378912768,0.0008348328992724419,18,2.807362145263214e-12
2142,2292440,seed_0_after_12_queries,stage,0.02,3,2226677,0.9713130987070545,10,72,-2.150683674813527e-06,0.21838427306383695,0.21838212238016214,10,True,0.0,211,468185687,3,6661557,2.052526667015627,0.0008922091219574213,18,1.6255650905044213e-12,9.840025207959116,1612,False,False,378912768,0.0008570828940719366,18,2.258324432485602e-12
2142,2292440,seed_0_after_12_queries,stage,0.02,4,2228289,0.972016279597285,10,187,-2.3458778745013e-06,0.09265311187836564,0.09265076600049114,10,True,0.0,253,561773825,4,8889846,1.8386854159180075,0.0012318750377744436,18,1.5938571827485423e-12,11.705731791909784,735,False,False,378912768,0.0008897499646991491,18,2.573849333084338e-12
2142,2292440,seed_0_after_12_queries,stage,0.02,5,2229024,0.9723368986756469,10,188,-2.9644893752177513e-06,0.07466273594147911,0.0746597714521039,10,True,0.0,297,659850881,5,11118870,1.9574726668652147,0.0008961248677223921,18,1.5876873493844877e-12,13.691259582992643,359,False,False,378912768,0.0010154577903449535,18,2.456104988701803e-12
2142,2292440,seed_0_after_12_queries,stage,0.02,6,2229383,0.9724935003751461,10,102,-2.9198856262936e-06,0.07059626225955189,0.07059334237392559,10,True,0.0,343,762402499,6,13348253,2.0035416251048446,0.0009432497899979353,18,1.5713791035495429e-12,15.7217665000353,229,False,False,378912768,0.0008074168581515551,18,2.7655230827154943e-12
2142,2292440,seed_0_after_12_queries,stage,0.02,7,2229612,0.9725933939383364,10,38,-2.5063114488606787e-06,0.06973161628356143,0.06972910997211257,10,True,0.0,384,853816591,7,15577865,1.9223008749540895,0.0008795838803052902,18,1.5572903075796449e-12,17.669512166874483,407,False,False,378912768,0.0008229580707848072,18,2.54669708652097e-12
2142,2292440,seed_0_after_12_queries,stage,0.02,8,2230019,0.9727709340266266,10,84,-2.8182107481686443e-06,0.06496580944260222,0.06496299123185405,10,True,0.0,419,931867256,8,17807884,1.5297964587807655,0.0010229579638689756,18,1.5592887412432817e-12,19.22727429191582,0,False,False,378912768,,,
2142,2292440,seed_0_after_12_queries,fallback,0.02,8,2292440,1.0,10,,,0.0,,10,True,0.0,499,1115262456,9,20100324,3.4742469168268144,0.0,0,0.0,22.702849624911323,0,False,True,378912768,,,
