x,ei,log_ei,second_improvement_moment,chi_square,ess_fraction,smooth_acquisition,smooth_second_moment
-0.07000000000000006,1.841188483140652e-05,-10.902514187112128,2.4647081236269478e-06,7269.5789909606965,0.00013754062795318935,2.5070665932799168e-05,2.489630676496534e-06
-0.06000000000000005,1.8064034295276124e-05,-10.921587652016026,2.4715651435474065e-06,7573.301064322946,0.00013202538313538613,2.3501779175942562e-05,2.4918525239811878e-06
-0.050000000000000044,1.7846159199184337e-05,-10.933722243805251,2.4835697156384026e-06,7797.064620752847,0.00012823694706744522,2.229811759569699e-05,2.5002783639813258e-06
-0.040000000000000036,1.7733117747172104e-05,-10.940076607473038,2.500609623123473e-06,7950.987754267717,0.00012575472081974905,2.1390857073515854e-05,2.514564749918065e-06
-0.030000000000000027,1.770715185551988e-05,-10.941541940360711,2.5228168433932584e-06,8045.153217417038,0.00012428299250321986,2.072620353755451e-05,2.5346613474126593e-06
-0.020000000000000018,1.775636485922551e-05,-10.938766522700252,2.5505448377652785e-06,8088.558909631764,0.0001236161342257312,2.0262686173584485e-05,2.5607786596531423e-06
-0.010000000000000009,1.787358130691339e-05,-10.93218683997937,2.5843594136551773e-06,8088.650359064003,0.00012361473680745123,1.9968974051145022e-05,2.5933709905260647e-06
0.0,1.8055520507795474e-05,-10.922059074639298,2.625042087284726e-06,8051.2313672456485,0.00012418917867508577,1.9822143674388868e-05,2.6331333514699214e-06
0.010000000000000231,1.830223038467946e-05,-10.908487626599301,2.6736057102145457e-06,7980.58833305778,0.00012528834591208436,1.980633551839391e-05,2.681011862200142e-06
0.020000000000000018,1.8616742008266187e-05,-10.891449274128075,2.7313230034796618e-06,7879.716449917429,0.00012689201627226135,1.9911748822579136e-05,2.7382280926528864e-06
0.03000000000000025,1.9004918117597142e-05,-10.870812763998687,2.799769629765622e-06,7750.581055838895,0.00012900593992328156,2.0133935561298237e-05,2.8063188010568067e-06
0.040000000000000036,1.9475481332135176e-05,-10.84635425112725,2.8808846088396725e-06,7594.379243711564,0.00013165899528031193,2.0473366607752624e-05,2.887193720311822e-06
0.04999999999999982,2.0040220166155165e-05,-10.817769295472871,2.977052355956689e-06,7411.7865607237245,0.0001349020360708144,2.0935255888151097e-05,2.983215541643599e-06
0.06000000000000005,2.071438407957199e-05,-10.784682215941295,3.0912125518066935e-06,7203.18437538862,0.00013880821865362884,2.1529642258843036e-05,3.0973081945067034e-06
0.06999999999999984,2.1517293570053505e-05,-10.74665359405293,3.2270066535435576e-06,6968.868277238354,0.00014347473441725164,2.227174466145681e-05,3.2331021422907584e-06
0.08000000000000007,2.2473208938243832e-05,-10.703186672072707,3.38897344060806e-06,6709.238959895496,0.00014902598938377806,2.3182624902053066e-05,3.395129013805042e-06
0.08999999999999986,2.3612523428611527e-05,-10.653733332924897,3.582811005664434e-06,6424.975951570987,0.00015561838505721853,2.4290215677076082e-05,3.5890829196984397e-06
0.10000000000000009,2.497337506565136e-05,-10.59770029798269,3.815729704032199e-06,6117.192304554363,0.00016344697097140984,2.5630801125542715e-05,3.822172921760026e-06
0.10999999999999988,2.6603809465060955e-05,-10.534456139458403,4.0969307220912e-06,5787.565643726783,0.0001727543681021784,2.7251076093913712e-05,4.103601275012653e-06
0.1200000000000001,2.856467690554297e-05,-10.463339676702754,4.4382595233193265e-06,5438.438381258038,0.00018384250908063768,2.9210962146362616e-05,4.445216667297475e-06
0.1299999999999999,3.0933515836116386e-05,-10.38367030698318,4.855104550302713e-06,5072.877981494777,0.0001970879086267261,3.158742756494139e-05,4.862412805770749e-06
0.14000000000000012,3.3809767910407836e-05,-10.294760805793096,5.367642246098119e-06,4694.687462967506,0.00021296136250261339,3.447965181216395e-05,5.375373379775036e-06
0.1499999999999999,3.73217940067959e-05,-10.195933112218853,6.002574166929879e-06,4308.357376999288,0.00023205316071890162,3.801599886501096e-05,6.010809130261064e-06
0.16000000000000014,4.16363246788806e-05,-10.08653758230897,6.795567171485507e-06,3918.953693056948,0.00025510505437123087,4.236342690232884e-05,6.8043979561053135e-06
0.16999999999999993,4.697118936185528e-05,-9.965976136511761,7.794702693881329e-06,3531.9414546626485,0.00028305026076224277,4.7740170990370626e-05,7.804233978098346e-06
0.18000000000000016,5.361242902194598e-05,-9.83372963203083,9.065379028919823e-06,3152.951410649731,0.00031706258905047453,5.443279295892396e-05,9.075729361458818e-06
0.18999999999999995,6.193719688615195e-05,-9.689389639752408,1.0697309230672342e-05,2787.5051915923736,0.000358615075566329,6.281898867031171e-05,1.0708611306211363e-05
0.20000000000000018,7.244415447416953e-05,-9.53269457603902,1.2814539794427696e-05,2440.722573150298,0.0004095469366570196,7.339784042484606e-05,1.2826939102355332e-05
0.20999999999999996,8.579328615579366e-05,-9.363569804464518,1.5589809275227763e-05,2117.040187332638,0.0004721345732629152,8.682941287769918e-05,1.5603460028884767e-05
0.2200000000000002,0.00010285700374008473,-9.182170847537355,1.9265098854701083e-05,1819.9729888675731,0.0005491569650475047,0.00010398553580800879,1.9280155647790584e-05
0.22999999999999998,0.00012478376563669893,-8.98892819352975,2.4180914401000023e-05,1551.9466815126848,0.0006439371112380536,0.0001260129731104245,2.4197517558464973e-05
0.2400000000000002,0.00015307366150493684,-8.784591304685934,3.081766138752468e-05,1314.2210097180232,0.0007603284867038392,0.0001544084222291393,3.083591367352865e-05
0.25,0.0001896617587654009,-8.57026828929744,3.9853328943879743e-05,1106.9114653967001,0.000902599197889823,0.00019110118056300216,3.987326155060254e-05
0.26000000000000023,0.00023699861286239016,-8.347456269747578,5.2242335809083745e-05,929.1028566099416,0.0010751499072315734,0.00023853301204919915,5.226386304356808e-05
0.27,0.00029810768026368814,-8.11805579356085,6.932032154887708e-05,779.0352668800534,0.0012819933180710542,0.0002997152289524779,6.934318727256692e-05
0.28000000000000025,0.00037658723215776643,-7.884360845242741,9.293810990927192e-05,654.3339278884348,0.0015259396125302425,0.00037823104018415985,9.296183535556324e-05
0.29000000000000004,0.000476513499759947,-7.6490145041906485,0.00012562403381172758,552.2511392639204,0.0018074974076519063,0.00047814047381272956,0.00012564788567682504
0.30000000000000027,0.0006022006656027972,-7.414919836631969,0.00017076649692553039,469.89080168565096,0.002123634601526072,0.0006037439479810656,0.000170789503679042
0.31000000000000005,0.0007577950646907652,-7.185097572081418,0.00023279838486259618,404.3931610158066,0.002466741169225125,0.0007591817010472713,0.00023281943093433435
0.31999999999999984,0.000946737679898635,-6.962488504313108,0.0003173545336580048,353.06694389364054,0.0028243246573743793,0.0009479017751754594,0.0003173725449637925
0.33000000000000007,0.0011712174098953395,-6.749711549861443,0.0004313690629516189,313.4661879923506,0.003179992120565677,0.0011721161689070986,0.00043138325602622786
0.33999999999999986,0.0014318203649753387,-6.548808661765347,0.0005830889195905517,283.41841922100474,0.0035159466912828845,0.0014324470737566606,0.0005830990305378656
0.3500000000000001,0.0017275843947797951,-6.361031149808201,0.0007820073550400646,261.01870322686347,0.0038165214455479946,0.0017279711713329737,0.0007820137311477639
0.3599999999999999,0.0020565286948136577,-6.186735817163006,0.001038757894537088,244.6092903064492,0.004071507224959975,0.0020567354366887365,0.0010387613698121698
0.3700000000000001,0.0024164769871332457,-6.025444589946809,0.001365032886122354,232.76408467684186,0.0042778171051486005,0.0024165708112613804,0.001365034479864845
0.3799999999999999,0.0028057983937923806,-5.876067148139535,0.0017735778933876652,224.28762795428963,0.004438770158310237,0.0028058343249626524,0.0017735784903048335
0.3900000000000001,0.0032237413842815137,-5.73721267334879,0.002278265651130816,218.2219182058188,0.004561587674190222,0.003223753643553928,0.0022782658280428875
0.3999999999999999,0.0036703206897673673,-5.607476239325189,0.002894205006654261,213.8430290168967,0.0046545610745478425,0.0036703253858510376,0.002894205047051605
0.41000000000000014,0.0041459824776933114,-5.485615491293613,0.003637827648261456,210.63485491079172,0.00472511959535928,0.004145985254651011,0.0036378276555446777
0.41999999999999993,0.004651300858773668,-5.370608343931904,0.0045269192644617744,208.24442012632935,0.004779099960688363,0.004651303159928627,0.004526919265925391
0.43000000000000016,0.005186806045482987,-5.261637176738634,0.0055805913129956496,206.43412416151392,0.0048208075891186175,0.005186808143138386,0.005580591313698147
0.43999999999999995,0.00575291301346476,-5.158048941419575,0.006819201590651872,205.04302372976335,0.004853355293948484,0.005752914956172699,0.006819201591234589
0.4500000000000002,0.006349893332677984,-5.059317264222092,0.008264229032041218,203.96017568685141,0.004878996598479945,0.006349895139006605,0.008264229032564114
0.45999999999999996,0.006977858879058013,-4.9650131601168095,0.00993810287256305,203.10757551566286,0.004899377191040426,0.006977860563357495,0.009938102873036116
0.4700000000000002,0.0076367480002395545,-4.874783420839171,0.011863983969728641,202.42935939950462,0.004915711296303847,0.007636749575019489,0.011863983970158275
0.48,0.00832631253728885,-4.7883345934062,0.014065496060147821,201.88485842948919,0.004928904048044281,0.008326314013560465,0.014065496060539414
0.4900000000000002,0.009046105696937494,-4.705420923610767,0.016566405622969002,201.4440304259754,0.004939636885789303,0.009046107084418558,0.016566405623327177
0.5,0.00979547096509769,-4.625835146546783,0.019390250253039743,201.08439144303708,0.004948427698246437,0.009795472272384538,0.019390250253368484
0.5100000000000002,0.010573532267457992,-4.549401356357757,0.02255991689008621,200.78891512510597,0.004955673602685339,0.01057353350217236,0.022559916890388942
0.52,0.011379185581439816,-4.47596941862348,0.026097172867701808,200.54456989656282,0.004961681679209826,0.01137918675035454,0.026097172867981508
0.5300000000000002,0.012211092198356198,-4.405410543725214,0.030022154504099494,200.3412845038496,0.004966691269821914,0.012211093307503003,0.030022154504358727
0.54,0.013067673825676756,-4.337613745328555,0.03435281981199524,200.17120618478947,0.004970890312609807,0.013067674880438933,0.03435281981223625
0.5500000000000003,0.013947109706808514,-4.272482981657559,0.0391043738042576,200.02816187381225,0.004974427416929334,0.013947110712000737,0.03910437380448234
0.56,0.014847335919725466,-4.209934829172503,0.044288676752485566,199.90726229248202,0.004977420868660257,0.01484733687966276,0.044288676752695745
0.5699999999999998,0.015766046996180748,-4.1498965754925425,0.04991364754733032,199.80460790918195,0.0049799654022494875,0.015766047914738113,0.049913647547527445
0.5800000000000001,0.01670069998022816,-4.092304645454114,0.05598267593639548,199.71706839807797,0.004982137333815183,0.01670070086089228,0.05598267593658087
0.5899999999999999,0.017648521018569473,-4.0371032940957265,0.06249405879933867,199.64211571543711,0.004983998481247381,0.01764852186448366,0.06249405879951346
0.6000000000000001,0.018606514546095965,-3.9842435151704767,0.06944047668184442,199.57769668993924,0.00498559917928382,0.018606515360099263,0.06944047668200967
0.6099999999999999,0.019571475098249795,-3.933682124929315,0.07680852747556292,199.52213500975952,0.004986980614141823,0.019571475882911117,0.07680852747571952
0.6200000000000001,0.020540001747910902,-3.885380989383827,0.08457833433235631,199.4740552726828,0.004988176642807021,0.02054000250555886,0.08457833433250508
0.6299999999999999,0.021508515128885047,-3.839306369750331,0.09272324458164302,199.43232373138423,0.004989215219298569,0.02150851586163405,0.09272324458178469
0.6400000000000001,0.022473276971273024,-3.7954283658003236,0.10120963553747621,199.39600176923005,0.00499011951920862,0.022473277681046216,0.1012096355376114
0.6499999999999999,0.023430412036610913,-3.7537204407608558,0.10999684161324941,199.3643091535017,0.004990908831142612,0.023430412725160322,0.10999684161337869
0.6600000000000001,0.024375932303320094,-3.714159014488338,0.11903721510359122,199.33659484894793,0.004991599266993589,0.02437593297224437,0.11903721510371514
0.6699999999999999,0.025305763216330157,-3.6767231140781655,0.12827633036477756,199.31231371475346,0.004992204330603505,0.025305763867090242,0.12827633036489655
0.6800000000000002,0.026215771779414157,-3.6413940730166283,0.13765333797084892,199.29100780773499,0.004992735375119428,0.026215772413347084,0.13765333797096344
0.69,0.027101796235458154,-3.6081552715417966,0.14710147181064126,199.27229131264735,0.004993201972403105,0.027101796853789363,0.14710147181075164
0.7000000000000002,0.027959677049239413,-3.5769919121396216,0.15654870811273622,199.25583834438166,0.004993612212595228,0.02795967765309357,0.15654870811284283
0.71,0.02878528887992667,-3.5478908251247443,0.16591857115355285,199.24137303618122,0.004993972947934751,0.028785289470337344,0.16591857115365602
0.7200000000000002,0.02957457320703725,-3.520840300091221,0.17513107604927636,199.22866145693717,0.004994289991870461,0.029574573784955507,0.17513107604937622
0.73,0.03032357125451082,-3.495829939705115,0.18410379469928878,199.21750499940293,0.004994568282143872,0.030323571820812883,0.18410379469938573
0.7400000000000002,0.031028456843361578,-3.472850532877992,0.19275302679010242,199.20773495731447,0.004994812014696666,0.031028457398855677,0.19275302679019662
0.75,0.031685568794424475,-3.451893944831584,0.20099505393950443,199.1992080684396,0.004995024753834903,0.03168556933985694,0.20099505393959613
0.7600000000000002,0.032291442499320124,-3.432953021957369,0.20874745171188433,199.1918028466314,0.004995209522969871,0.03229144303538093,0.20874745171197367
0.77,0.03284284028011552,-3.4160215097055553,0.21593043150779317,199.1854165620828,0.004995368879380249,0.03284284080744313,0.21593043150788035
0.7800000000000002,0.03333678016635138,-3.4010939820175414,0.22246818234695073,199.17996275750195,0.004995504975747249,0.03333678068553725,0.2224681823470359
0.79,0.03377056273211916,-3.388165781053994,0.22829018142410093,199.17536921057405,0.004995619610662749,0.03377056324371163,0.22829018142418436
0.8000000000000003,0.03414179565557573,-3.377232966174879,0.23333244209301296,199.17157627122037,0.004995714269867469,0.03414179616008365,0.23333244209309467
0.81,0.034448415688439364,-3.3682922713045302,0.23753866866460627,199.16853551678554,0.004995790159618483,0.03444841618633536,0.23753866866468631
0.8199999999999998,0.0346887077532728,-3.361341069969251,0.2408612890946207,199.16620868022412,0.004995848233292722,0.034688708244996196,0.24086128909469934
0.8300000000000001,0.034861320921275106,-3.3563773474315863,0.24326233925179372,199.16456681620312,0.004995889212091313,0.034861321407234545,0.2432623392518711
0.8399999999999999,0.034965281062335964,-3.353399679467768,0.24471417593055358,199.16358967830277,0.004995913600506324,0.03496528154291183,0.24471417593062958
0.8500000000000001,0.03500000000162306,-3.35240721744635,0.2452000000000195,199.16326528757398,0.004995921697037181,0.03500000047716969,0.24520000000009437
0.8599999999999999,0.034965281062281355,-3.3533996794693293,0.24471417593055292,199.16358967892745,0.004995913600490732,0.034965281533128965,0.24471417593062664
0.8700000000000001,0.03486132092116555,-3.3563773474347287,0.24326233925179236,199.16456681746013,0.00499588921205994,0.034861321387622136,0.2432623392518651
0.8799999999999999,0.034688707753107645,-3.3613410699740123,0.24086128909461874,199.1662086821285,0.004995848233245191,0.03468870821546055,0.24086128909469057
0.8900000000000001,0.034448415688217604,-3.3682922713109673,0.23753866866460344,199.1685355193603,0.004995790159554222,0.03444841614673507,0.23753866866467432
0.8999999999999999,0.034141795655296014,-3.3772329661830716,0.23333244209300938,199.1715762744972,0.004995714269785689,0.034141796110228564,0.2333324420930795
0.9100000000000001,0.03377056273177978,-3.3881657810640435,0.22829018142409666,199.17536921459367,0.0049956196105624346,0.033770563183361475,0.22829018142416593
0.9199999999999999,0.033336780165950236,-3.4010939820295745,0.2224681823469456,199.1799627623149,0.004995504975627142,0.033336780614399826,0.22246818234701415
0.9300000000000002,0.03284284027965011,-3.416021509719726,0.21593043150778732,199.18541656775102,0.004995368879238807,0.03284284072517212,0.21593043150785518
0.94,0.03229144249878753,-3.4329530219738627,0.20874745171187764,199.19180285322867,0.004995209522805255,0.03229144294157324,0.20874745171194495
0.9500000000000002,0.03168556879382128,-3.4518939448506214,0.20099505393949685,199.19920807605445,0.00499502475364491,0.03168556923404961,0.2009950539395635
0.96,0.031028456842683877,-3.4728505328998334,0.19275302679009398,199.20773496605128,0.004994812014478699,0.031028457280522257,0.19275302679016015
0.9700000000000002,0.03032357125375414,-3.4958299397300685,0.18410379469927926,199.21750500938484,0.004994568281894866,0.030323571689359247,0.18410379469934493
0.98,0.02957457320619654,-3.5208403001196475,0.17513107604926578,199.22866146830881,0.0049942899915868194,0.02957457363971499,0.17513107604933098
0.9900000000000002,0.02878528887899619,-3.547890825157069,0.1659185711535412,199.24137304911267,0.004993972947612243,0.028785289310565267,0.165918571153606
1.0,0.027959677048212683,-3.576991912176344,0.1565487081127233,199.2558383590727,0.00499361221222889,0.027959677477960892,0.1565487081127877
1.0100000000000002,0.02710179623432787,-3.608155271583502,0.14710147181062713,199.27229132933286,0.004993201971987101,0.027101796662375523,0.14710147181069114
1.02,0.026215771778172085,-3.6413940730640073,0.13765333797083334,199.29100782669144,0.004992735374646892,0.026215772204631824,0.137653337970897
1.0300000000000002,0.025305763214967032,-3.676723114132032,0.12827633036476058,199.31231373630703,0.004992204330066344,0.02530576363994433,0.1282763303648239
1.04,0.02437593230182546,-3.714159014549654,0.11903721510357256,199.3365948734842,0.004991599266382242,0.02437593272541907,0.11903721510363553
1.0500000000000003,0.023430412034972994,-3.7537204408307616,0.10999684161322891,199.36430918147758,0.004990908830445755,0.023430412457275358,0.10999684161329161
1.06,0.022473276969478557,-3.7954283658801726,0.10120963553745381,199.3960018011885,0.004990119518412813,0.02247327739057624,0.10120963553751627
1.0700000000000003,0.02150851512691903,-3.8393063698417373,0.09272324458161857,199.432323767973,0.004989215218387792,0.02150851554689305,0.09272324458168077
1.08,0.02054000174575635,-3.885380989488722,0.08457833433232943,199.4740553146767,0.004988176641762133,0.02054000216468254,0.08457833433239141
1.0899999999999999,0.019571475095887546,-3.9336821250500136,0.07680852747553377,199.52213505808888,0.004986980612939873,0.01957147551383687,0.07680852747559551
1.1,0.01860651454350413,-3.9842435153097737,0.06944047668181212,199.57769674572575,0.004985599177897179,0.018606514960543018,0.06944047668187367
1.1099999999999999,0.017648521015723336,-4.037103294256994,0.06249405879930349,199.64211578003838,0.004983998479642671,0.017648521431913918,0.06249405879936485
1.12,0.016700699977099373,-4.092304645641459,0.05598267593635641,199.71706847314442,0.004982137331951907,0.01670070039249977,0.0559826759364176
1.13,0.01576604699273712,-4.149896575710963,0.04991364754728757,199.80460799672966,0.0049799654000783,0.015766047407401704,0.04991364754734859
1.1400000000000001,0.01484733591592997,-4.209934829428137,0.044288676752438166,199.90726239498477,0.004977420866120781,0.014847336329909562,0.044288676752499034
1.15,0.01394710970261877,-4.272482981957961,0.039104373804205214,200.0281619943216,0.004974427413947339,0.01394711011596089,0.03910437380426594
1.1600000000000001,0.013067673821043959,-4.337613745683078,0.034352819811937274,200.17120632708986,0.004970890309093599,0.013067674233793026,0.03435281981199788
1.17,0.012211092193224011,-4.405410544145503,0.030022154504035198,200.34128467266143,0.00496669126565766,0.012211092605421517,0.030022154504095677
1.1800000000000002,0.011379185575743052,-4.47596941912411,0.026097172867630327,200.5445700978094,0.00496168167425548,0.011379185987427765,0.026097172867690692
1.19,0.010573532261120998,-4.549401356957083,0.022559916890006606,200.7889153662687,0.004955673596762696,0.010573532672329123,0.022559916890066863
1.2000000000000002,0.009795470958032388,-4.625835147268066,0.01939025025295087,201.08439173363067,0.00494842769113069,0.009795471368797715,0.01939025025301103
1.21,0.00904610568904102,-4.705420924483681,0.016566405622869502,201.4440307781921,0.004939636877195211,0.00904610609939509,0.016566405622929575
1.2200000000000002,0.008326312528440698,-4.788334594468873,0.014065496060036122,201.88485885907872,0.0049289040376077915,0.008326312938412949,0.014065496060096112
1.23,0.007636747990298108,-4.874783422140962,0.01186398396960292,202.42935992699373,0.004915711283557485,0.007636748399915992,0.011863983969662829
1.2400000000000002,0.006977858867856265,-4.965013161722137,0.009938102872421115,203.10757616806677,0.00489937717538019,0.00697785927714543,0.009938102872480955
1.25,0.0063498933200183206,-5.059317266215773,0.008264229031880458,203.96017650011495,0.004878996579120526,0.0063498937290057626,0.008264229031940311
1.2600000000000002,0.005752912999112557,-5.158048943914347,0.006819201590469199,205.04302475230435,0.004853355269862472,0.00575291340793144,0.006819201590531653
1.27,0.0051868060291586915,-5.261637179885907,0.005580591312787373,206.43412545947584,0.004820807558953742,0.0051868064401457475,0.005580591312903667
1.2800000000000002,0.004651300840142991,-5.370608347937381,0.004526919264223447,208.24442179156057,0.004779099922654822,0.004651301283273504,0.004526919265024621
1.29,0.004145982456355083,-5.485615496440338,0.0036378276479877535,210.6348570733212,0.004725119547077014,0.004145983182617773,0.0036378276545200837
1.3000000000000003,0.003670320665238357,-5.607476246008259,0.0028942050063387233,213.84303186509572,0.0046545610128417856,0.0036703230934384315,0.002894205045882212
1.31,0.0032237413559774806,-5.73721268212866,0.002278265650765611,218.22192202015796,0.004561587594821141,0.003223751101901356,0.0022782658267035405
1.3200000000000003,0.0028057983610043015,-5.8760671598253635,0.0017735778929632556,224.2876331657246,0.004438770055631001,0.002805831500664214,0.0017735784887652612
1.33,0.002416476948997362,-6.0254446057284134,0.001365032885627067,232.76409197036793,0.004277816971679126,0.0024165676655436095,0.0013650344780884696
1.3399999999999999,0.0020565286502736806,-6.186735838820851,0.0010387578939566045,244.60930080793227,0.004071507050875101,0.0020567319244224756,0.0010387613677546525
1.35,0.0017275843425389069,-6.36103118004747,0.0007820073543566878,261.0187188444004,0.0038165212180655277,0.0017279672398427242,0.0007820137287551024
1.3599999999999999,0.001431820303435328,-6.548808704745607,0.0005830889187824273,283.4184432755752,0.0035159463939231687,0.0014324426613824479,0.0005830990277441421
1.37,0.001171217337078677,-6.749711612033218,0.00043136906199153975,313.4662263943013,0.003179991732231763,0.0011721112032624505,0.0004313832527505709
1.38,0.0009467375933489224,-6.962488595732007,0.0003173545325120399,353.0670073519336,0.002824324151179738,0.0009478961710323006,0.0003173725411066865
1.3900000000000001,0.0007577949613446177,-7.185097708458862,0.00023279838348819648,404.3932691954197,0.002466740510972693,0.000759175357760672,0.00023281942637279704
1.4,0.0006022005416248402,-7.414920042506815,0.00017076649526916117,469.8909910073728,0.0021236337477187855,0.0006037367463460022,0.00017078949826055195
1.4100000000000001,0.0004765133503292697,-7.649014817782395,0.00012562403180573037,552.2514774195481,0.0018074963028822937,0.00047813227221736473,0.00012564787921147947
1.42,0.0003765870511908447,-7.884361325787353,9.29381074677907e-05,654.334540507495,0.0015259381860531782,0.00037822166989029296,9.296182760601831e-05
1.4300000000000002,0.0002981074600536478,-8.11805653225407,6.932031856251523e-05,779.0363856899819,0.0012819914793018906,0.00029970448829032124,6.9343177941055e-05
1.44,0.0002369983436078721,-8.347457405849886,5.2242332137878736e-05,929.1049046354475,0.0010751475398271852,0.00023852065925877923,5.2263851755096315e-05
1.4500000000000002,0.00018966142795333747,-8.570270033520178,3.985332440803416e-05,1106.915204196492,0.0009025961519548271,0.00019108692494476846,3.98732478311423e-05
1.46,0.00015307325309950494,-8.784593972721524,3.0817655755138585e-05,1314.2277874721829,0.0007603245685083656,0.00015439191317775556,3.0835896921618694e-05
1.4700000000000002,0.000124783259010446,-8.988932253571365,2.4180907371780613e-05,1551.9588401859946,0.0006439320696228061,0.00012599378649289262,2.4197497008127534e-05
1.48,0.00010285637226128154,-9.182176986941759,1.926509003826587e-05,1819.9945150279257,0.0005491504734074746,0.00010396315700353049,1.9280130319967574e-05
1.4900000000000002,8.57924953163343e-05,-9.363579022471425,1.5589798162118205e-05,2117.0777260496375,0.00047212620561619785,8.680321561324894e-05,1.56034286676611e-05
1.5,7.244315940209558e-05,-9.532708311845798,1.2814525717272061e-05,2440.7869697515753,0.00040953613578408884,7.336706030624178e-05,1.2826900090980126e-05
1.5100000000000002,6.193593903228221e-05,-9.689409948495873,1.0697291312005342e-05,2787.613784854164,0.000358601110498454,6.278269000930429e-05,1.0708562556232732e-05
1.52,5.361083173600649e-05,-9.83375942567688,9.065356110887834e-06,3153.131377746538,0.00031704449822709917,5.438982711422637e-05,9.075668166004698e-06
1.5300000000000002,4.6969151972877395e-05,-9.966019512742873,7.794673243306197e-06,3532.234609724808,0.0002830267758748935,4.76891239512148e-05,7.80415681725456e-06
1.54,4.163371455793939e-05,-10.086600272826857,6.795529151343771e-06,3919.423277442676,0.00025507449814253427,4.23025532172324e-05,6.80430023818429e-06
1.5500000000000003,3.731843590440608e-05,-10.196023093249085,6.002524861981467e-06,4309.097564326873,0.00023201330946116865,3.7943138217888055e-05,6.010684847137641e-06
1.56,3.3805429608543285e-05,-10.294889129070398,5.367578025823665e-06,4695.836554433868,0.0002129092610335756,3.439212352434949e-05,5.375214646879348e-06
1.5700000000000003,3.092788881211825e-05,-10.38385223056043,4.855020546009195e-06,5074.636611936744,0.00019701962068132051,3.1481896993753165e-05,4.8622092470793644e-06
1.58,2.8557350240121645e-05,-10.463596203504327,4.43814918760484e-06,5441.094526188535,0.00018375278032893103,2.9083271280954863e-05,4.444954591823246e-06
1.5899999999999999,2.659423459615993e-05,-10.534816110174372,4.096785226929193e-06,5791.528853876741,0.00017263617069956144,2.709602851974305e-05,4.10326257261225e-06
1.6,2.4960818136486446e-05,-10.598203237096126,3.815537117334418e-06,6123.040450317526,0.00016329088746436203,2.5441888817381568e-05,3.821733580883427e-06
1.6099999999999999,2.3596000824874168e-05,-10.654433316865225,3.582555163652768e-06,6433.518901518205,0.00015541177441627424,2.4059271634554115e-05,3.588511035765871e-06
1.62,2.2451400054195397e-05,-10.704157582504685,3.3886324024288456e-06,6721.605125837077,0.00014875185754354168,2.289938127196672e-05,3.3943821112444906e-06
1.63,2.1488422751333975e-05,-10.747996244543433,3.2265505822535087e-06,6986.621926357317,0.0001431102040921818,2.192327046461683e-05,3.2321235719750844e-06
1.6400000000000001,2.067606088516999e-05,-10.78653400590808,3.0906008080629893e-06,7228.484136032181,0.0001383224558189346,2.1099627871433904e-05,3.0960222862099382e-06
1.65,1.9989223342776105e-05,-10.820317262494074,2.976229511982866e-06,7447.5987168416395,0.00013425343987708075,2.040310267398761e-05,2.981521081402112e-06
1.6600000000000001,1.9407466903316844e-05,-10.849852674023339,2.879774983219779e-06,7644.763253648161,0.00013079138953496264,1.981302914582747e-05,2.8849551763752584e-06
1.67,1.891402537578753e-05,-10.875606827731401,2.7982697987078433e-06,7821.069141579903,0.00012784341098243218,1.931245027454983e-05,2.8033545279944934e-06
1.6800000000000002,1.8495062476832245e-05,-10.898006754646511,2.7292915487183984e-06,7977.813705098806,0.00012533191486360396,1.8887365919925383e-05,2.7342944864343398e-06
1.69,1.813909338199588e-05,-10.917441093468065,2.670849201207735e-06,8116.423693632087,0.0001231917955427748,1.852615036122022e-05,2.675782100970771e-06
1.7000000000000002,1.7836534047248718e-05,-10.934261729549927,2.6212959445368693e-06,8238.391160924082,0.00012136819098267521,1.8219098240699958e-05,2.6261689136919723e-06
1.71,1.7579347791864995e-05,-10.948785765834296,2.5792618337077112e-06,8345.221669221679,0.0001198146945566633,1.7958068299454488e-05,2.5840835647292514e-06
1.7200000000000002,1.7360766289445255e-05,-10.961297708609182,2.5436013443968463e-06,8438.394034953666,0.0001184919196636954,1.773620196727512e-05,2.548379312028029e-06
1.73,1.7175067775294915e-05,-10.972051773703827,2.5133522212448236e-06,8519.330395201849,0.0001173663406953258,1.7547699542163867e-05,2.5180928509632177e-06
1.7400000000000002,1.7017399482777848e-05,-10.981274238339099,2.487702937099813e-06,8589.37516108529,0.00011640935130866416,1.7387640910300154e-05,2.492411749499076e-06
1.75,1.6883634457042344e-05,-10.989165780536485,2.4659667592224914e-06,8649.781374219945,0.00011559649432132039,1.7251840902695405e-05,2.470648494082159e-06
1.7600000000000002,1.6770255243071488e-05,-10.995903762026051,2.4475609176267253e-06,8701.703042573004,0.00011490682781063205,1.713673174200106e-05,2.452219640778018e-06
1.77,1.6674258710997907e-05,-11.001644422263313,2.4319897396768334e-06,8746.192159308728,0.00011432239989558294,1.703926680651387e-05,2.4366289352360936e-06
1.7800000000000002,1.6593077614446864e-05,-11.006524960753017,2.4188308892457227e-06,8784.199270126837,0.00011382781075898834,1.6956841277690935e-05,2.4234535393508126e-06
1.79,1.652451548698374e-05,-11.010665492657347,2.407724053506625e-06,8816.576627938117,0.00011340984515309372,1.688722625214002e-05,2.4123327073379093e-06
