support_position,node_index,role,fps_addition_step,fps_selection_distance,action_key,composition_key,normalized_formula,pbe_band_gap_ev
185,797,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000010806,current-nlr-pbe-gw-v1:composition:23dae1a0b26ebe02c60201c9521e57481521b5be8569d95d008d076bef4ed436,Cr Cu O2,2.201
186,802,pbe_only_fps,260,5.520134738076862,,current-nlr-pbe-gw-v1:composition:357cf9246211efe2290f9e653e8f4fb47410d904860dbfe13b3831fcd96644c4,Cr Hg O6 Pb2,2.008
187,805,pbe_only_fps,75,8.772109977680474,,current-nlr-pbe-gw-v1:composition:9979d260238547daa450b727896cc9bf29ca1b5dc535f7abb6ea4deae1527e8f,Cr Hg5 O6,0.848
188,812,pbe_only_fps,208,6.052530542959363,,current-nlr-pbe-gw-v1:composition:80f4d18a234ded330d762ef25e8d722dabdaee46e1f983f5ae752b35654000c7,Cr K3 O8,1.879
189,816,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000011426,current-nlr-pbe-gw-v1:composition:19d80399e9537940686106341cb2549e08a566be021a567c76884a301df7139f,Cr Li O2,3.167
190,819,pbe_only_fps,52,10.241657506187446,,current-nlr-pbe-gw-v1:composition:4b7c66ffb0607ef2729513398d45b0b52fc293eeade1ca285802f055d723fae9,Cr N O,0.659
191,841,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000012300,current-nlr-pbe-gw-v1:composition:0b94e76aa884cb1721d9ca69613a4184b1ca50f21d41e2a6aa1c7b9d4a212d34,Cr2 Cu O4,0.843
192,844,pbe_only_fps,137,7.108217071164097,,current-nlr-pbe-gw-v1:composition:5862e038705312126b1b8f4464d11596854f67ab52c0daf4ec0db267e8b95519,Cr2 Fe O8 Rb,1.837
193,845,pbe_only_fps,288,5.282845295981901,,current-nlr-pbe-gw-v1:composition:5f63e6a2c67de66d2484965fe9a19583c57e49919d8b61ce329baf29c9ec5ce0,Cr2 Fe3 O12 Si3,2.519
194,848,pbe_only_fps,214,6.008083897349501,,current-nlr-pbe-gw-v1:composition:91b6f8fd738f7631630d8532cefaa89fb74e064a615b97a7179e93c7a86ca410,Cr2 Hg O7,1.893
195,853,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000009700,current-nlr-pbe-gw-v1:composition:63398fda16887e832d9c742d4301da19ac23815f828ae08d633d6815c8ca451a,Cr2 Mg O4,2.774
196,854,pbe_only_fps,304,5.1357635736240175,,current-nlr-pbe-gw-v1:composition:6a3398a26864a9bd189b8f3cd7f86864bb7f00c84005337d38feeb79ac30bdf7,Cr2 Mg3 O12 Si3,3.243
197,855,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000010152,current-nlr-pbe-gw-v1:composition:3a6f16f15cfe05c00e0e4858a0ff8d4bc45dfeeea1f75644a3d33d58867b89dd,Cr2 Mn O4,2.567
198,861,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000012367,current-nlr-pbe-gw-v1:composition:30ff1092b71608599e3821d185496cef81424627ef43b49d7cb90c7eeeaef869,Cr2 Ni O4,1.825
199,863,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000010163,current-nlr-pbe-gw-v1:composition:14d099e47ad18278b65ff2ff1de6f0c5529ad08e95358e562e956ade0f63d887,Cr2 O3,2.893
200,866,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000009737,current-nlr-pbe-gw-v1:composition:e7871bcca8853801aac75ab3bb073a7f84c8891cd29eedfabc68105654c49d85,Cr2 O4 Zn,2.603
201,883,pbe_only_fps,271,5.43217255114638,,current-nlr-pbe-gw-v1:composition:bd05d99fde6019df541a9d2dd4787935de0b52b95bdf75ab2f81f69c95fc8c70,Cr7 N4 O8,0.352
202,884,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000012050,current-nlr-pbe-gw-v1:composition:1562483fbca6e3f758dbf40f9c004b1b01656af2f8f7bcbba1506bf847e2b1ab,Cu Fe O2,0.962
203,885,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000010188,current-nlr-pbe-gw-v1:composition:5eab7424f98d1f6c970a7bd477418be6dca168d7038052bae51d765d2223f37f,Cu Ga O2,1.122
204,886,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000009916,current-nlr-pbe-gw-v1:composition:0669176192869438017ecacf659cca193a2b4a74d2b958818435ec0d352d32ef,Cu Ga2 O4,1.141
205,889,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000009772,current-nlr-pbe-gw-v1:composition:013b2f365e173f61de380a2ab9cc316f47d427186d77e3816fa2e8f0446d7854,Cu In O2,0.489
206,890,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000010033,current-nlr-pbe-gw-v1:composition:f402332060ff87ffe8c2252fac44647f2f09752f8a2338d50f17b151f3c1474a,Cu In2 O4,0.908
207,894,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000012095,current-nlr-pbe-gw-v1:composition:05bf42098602ca51710b0a0caa06f5bf437b7b3297f9b10cff7bd5a8746bc361,Cu K O,1.659
208,897,pbe_only_fps,50,10.353450595849166,,current-nlr-pbe-gw-v1:composition:5560c58db36e05c1a44a745b9a1260e7f1db275736f9165e11efd09bbf3a6719,Cu K3 O2,1.841
209,900,pbe_only_fps,236,5.775352498091651,,current-nlr-pbe-gw-v1:composition:97c499bc81b8885aca623c18ba89573286e8e8c3fe3104eeb0fb17d326eef2f8,Cu La O8 W2,1.984
210,901,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000289909,current-nlr-pbe-gw-v1:composition:ff90d32ab3e0dd95face9e6043204bc3259275d656893b5ce21cbc2ed759982a,Cu La2 O4,0.259
211,904,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000012289,current-nlr-pbe-gw-v1:composition:3d96862037347b8da76c0e5dd752aa1a8dff0009bc4b433f857d08a953a01f10,Cu Mn O2,0.928
212,910,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000011879,current-nlr-pbe-gw-v1:composition:25e96d1a1cc7fc5491c78601167b3bc7b37be33a40a23913d1e38e61ee50c720,Cu Na O,1.654
213,919,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000010236,current-nlr-pbe-gw-v1:composition:1d322f57e54423a870f637708518e6a6c35eaff759e03f1a605294ac9f8f0357,Cu O,1.205
214,925,pbe_only_fps,247,5.645027166603646,,current-nlr-pbe-gw-v1:composition:2a78f85f4ffad41ee784cfb80a9430808b822ad95a4f82b0bd4c72c475692589,Cu O2 Sc,2.879
215,931,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000011827,current-nlr-pbe-gw-v1:composition:b5b293df2818c04313ea1605f97c0adf5de344959b55017d9008bb4ea39a4a8f,Cu O4 Sb2,1.385
216,942,pbe_only_fps,264,5.502090442876713,,current-nlr-pbe-gw-v1:composition:ca9148c52e93d2f62b1594c0eb2882d45d13ec0382319a7108103da5e702792d,Cu2 Fe2 Ge4 O13,2.061
217,943,pbe_only_fps,187,6.281048913968155,,current-nlr-pbe-gw-v1:composition:0207ccfcea79317f72c50804df3eb292c77093706a1ae8c9c81a68acfe25717d,Cu2 Ga La O7 Sr2,0.749
218,946,pbe_only_fps,204,6.076437625205372,,current-nlr-pbe-gw-v1:composition:31be7286e02c40971fb3405ed17ba60a3ec01b5f07b34dd2ad71c71343ef2016,Cu2 Ge4 O13 Sc2,2.234
219,951,pbe_only_fps,258,5.525635352295473,,current-nlr-pbe-gw-v1:composition:2e3086d4b9dfc83ea1be8bbd20289e920332d32e07c02a8d108feb24edeba92c,Cu2 Mg O3,0.177
220,955,pbe_only_fps,206,6.071224169190133,,current-nlr-pbe-gw-v1:composition:aa8e09eb1125c01aebeae61a0934030a5314f4c2a9ef278fb341f8ad0015bd0b,Cu2 Na O2,1.013
221,958,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000010244,current-nlr-pbe-gw-v1:composition:e407429e01b4f19c475f4f97d1790d656eff5ed2c20bb3c493b1c2a62d04fc36,Cu2 O,0.742
222,960,pbe_only_fps,64,9.175380159199912,,current-nlr-pbe-gw-v1:composition:ab09f60a720fd17175e2df9876460039e706564a153af781244438c5e264c6ae,Cu2 O2 Pb,0.982
223,963,pbe_only_fps,108,7.7622612179982875,,current-nlr-pbe-gw-v1:composition:bfd5fb0ab077e5950fcd7ec57e08d23faf3d324dbc7118d38894cb614ff8e53c,Cu2 O4 W,1.836
224,978,pbe_only_fps,24,14.084270768262819,,current-nlr-pbe-gw-v1:composition:234b96cc5378588c156ec5827a57621a13f9b3acec31d0cf4027b24e3351a151,Cu3 O Ti3,0.037
225,983,pbe_only_fps,72,8.929577000618684,,current-nlr-pbe-gw-v1:composition:13a2182b9f1c6dcd0dbfde2ea41a2254ededf6a2e49c2c7784083e2bb31ae24a,Cu3 O8 Pb2 Sr2 Y,0.746
226,987,pbe_only_fps,145,7.010709522726742,,current-nlr-pbe-gw-v1:composition:92b27099d587f40a0cfb419fed0d9f6e65f49eb8b9cb9ac3d00bf44e238e246b,Cu4 Na7 O8,0.301
227,988,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000012241,current-nlr-pbe-gw-v1:composition:be128386b55e62723a62d0ef527ed94a01fcedeecc4142c2c35b7e45a71d8273,Cu4 O3,0.776
228,993,pbe_only_fps,39,11.991538012883671,,current-nlr-pbe-gw-v1:composition:e99d73fafad89974c6f58bd1ba70dfc7d9a40a1f2415e3425e52d901a2ec782d,Cu5 O4 Rb3,1.805
229,996,pbe_only_fps,105,7.808707223366553,,current-nlr-pbe-gw-v1:composition:47ecbe6028f823395cb0c344ab5dd169ddf8f4f6ba33071d4c2f26d9e32ce0d9,Cu6 O8 Pb,0.186
230,998,pbe_only_fps,66,9.128500980229411,,current-nlr-pbe-gw-v1:composition:569ae6d58e8c85a141755744dbabf064d5f62a9b11877ffc695777090236ec75,Cu64 N O31,0.577
231,1003,pbe_only_fps,35,12.77913257364579,,current-nlr-pbe-gw-v1:composition:b6cb3b4cf0283528272a0b3faf5b54add4c79b325d1a3b50b977f156296a578c,Cu81 N26 O,0.71
232,1007,pbe_only_fps,82,8.57280245736411,,current-nlr-pbe-gw-v1:composition:b07fc884719eb3aa4bc67028b6b6438805e7bf2f2ee21b40cc37dd743d4f2c46,Fe Ge2 Na O6,2.384
233,1009,pbe_only_fps,99,7.949646828008749,,current-nlr-pbe-gw-v1:composition:82a817821e1c6a8ec75ea9f575c3e15dc8041c351962ce7a7b2f00adbd34f8d8,Fe Hf Mo6 O24 Rb5,2.508
234,1012,pbe_only_fps,253,5.550552359760328,,current-nlr-pbe-gw-v1:composition:dd8bc96cbb58178ca96cc05401fe790f791511e7a63a70ac8e19ae0c63d5541d,Fe K Na O10 Si4,2.198
235,1024,pbe_only_fps,231,5.844061656244023,,current-nlr-pbe-gw-v1:composition:cf1b550079ccbd2a931ddb96f14f2df217fe4014cb5aa33ff3f352355c2179df,Fe La3 O6,2.597
236,1026,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000012079,current-nlr-pbe-gw-v1:composition:09e93bf4a2525036ace387a2dc7840d15779c413c743b37295455fa983b16c31,Fe Li O2,1.244
237,1028,pbe_only_fps,205,6.076240149715723,,current-nlr-pbe-gw-v1:composition:0afdc77599ec290c3de7001359236f49bff3208d58e1ac6949c5336aadac128d,Fe Mg O6 Si2,2.779
238,1038,pbe_only_fps,117,7.511902088482446,,current-nlr-pbe-gw-v1:composition:0cf18556a2c990dc7b37a7c817bfc62b6c272a66991b85e50ad3d456291736e4,Fe Na O8 W2,2.192
239,1040,pbe_only_fps,94,8.161775178545598,,current-nlr-pbe-gw-v1:composition:d387d5e68c7bb81807974f0f738d51f8734a7b4d046dfd72f596381be824bf2b,Fe Na3 O3,2.196
240,1047,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000009856,current-nlr-pbe-gw-v1:composition:38a8774d44e7e1e67e9b9f6c37677a573d03eac891287a66fa2296ddf50aa2b8,Fe O,1.034
241,1050,pbe_only_fps,84,8.540006973565008,,current-nlr-pbe-gw-v1:composition:2e42ab9f825514de8e1dfa6a665150b16ebb9bd89f07fa19006582c7e15dc39c,Fe O3 Rb3,2.014
242,1058,pbe_only_fps,273,5.4165594276688,,current-nlr-pbe-gw-v1:composition:978a9e03be9094f6b879861dce8bb76cc7e3c19ed6ef930df104fbe8b8dbfcb7,Fe O5 Ti2,1.302
243,1059,pbe_only_fps,200,6.150647951353465,,current-nlr-pbe-gw-v1:composition:42152803aa54bafdac28617936cc79f4bbaa12a610e3541565dffeab44c0dd95,Fe O6 Sr2 W,1.092
244,1061,pbe_only_fps,158,6.825051190658688,,current-nlr-pbe-gw-v1:composition:d44de2eddaeb51393e8a7e6394c3fe3402f40ea905337014f76403bdb8920d5b,Fe12 O19 Pb,1.332
245,1064,pbe_only_fps,239,5.741500336691534,,current-nlr-pbe-gw-v1:composition:c7229a0bff69f33a7bac1837a6d5b2ea5e3c002a2a1b02c8f1a748d9c3c97c07,Fe2 Hg O4,0.204
246,1069,pbe_only_fps,128,7.22368445205742,,current-nlr-pbe-gw-v1:composition:39780e3f618c5b5690c76f863ff2e0e251abec755e7d0732faf663f3fd44a6b1,Fe2 K6 O5,1.727
247,1072,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000012176,current-nlr-pbe-gw-v1:composition:bbd76372cf99b7e25b4287e3a456637a8a26d185dcbf40254d64e27f57c02f9d,Fe2 Mg O4,1.153
248,1074,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000011437,current-nlr-pbe-gw-v1:composition:39b32f8ab8171be564751d059e91152ac2487867e19b2f27d33c82ec6830554f,Fe2 Mn O4,0.602
249,1084,pbe_only_fps,68,9.009712495849696,,current-nlr-pbe-gw-v1:composition:eb4ec35bd16950a4b4733b5395d1f49a09e425c1cd353e41e8aee2e159e2558b,Fe2 Na4 O5,2.26
250,1085,pbe_only_fps,91,8.252689904287788,,current-nlr-pbe-gw-v1:composition:49437776b47d846caee57c1086a86d3db7d69d67d76cbb6317154d4d980c1f16,Fe2 Na8 O7,1.909
251,1087,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000011890,current-nlr-pbe-gw-v1:composition:16057c3caaa38159fec10ed64a78cc8f601c7f4d2137a431e2876d346a8fa7ac,Fe2 Ni O4,0.969
252,1089,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000010295,current-nlr-pbe-gw-v1:composition:84937305913bcfa31ac846d2ee7466d51e9f6da6d5937dd66b003cc34a109f22,Fe2 O3,1.787
253,1092,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000009877,current-nlr-pbe-gw-v1:composition:2f5368b04dc2c8d9618755c26279a796c63928344b71614ba78966b96bbc5cad,Fe2 O4 Zn,1.321
254,1098,pbe_only_fps,87,8.448815632416142,,current-nlr-pbe-gw-v1:composition:fbaa3a8177d31688c81739e577acd463200b6370d3672a2e997bf904f98b13e2,Fe2 O6 W,1.489
255,1099,pbe_only_fps,19,17.08410148188096,,current-nlr-pbe-gw-v1:composition:6bf3fe0f2bda1a46e0b6d19f35830acf9a7b0ced31f7c622537b27a237cdec89,Fe2 O7 Rb8,1.509
256,1101,pbe_only_fps,54,10.042989904877908,,current-nlr-pbe-gw-v1:composition:83cba86e3a752a00efda0e4ee0c7ef2c1a9b75b23664ae1749d3cb11ad61ac8f,Fe2 O8 Rb7,0.175
257,1103,pbe_only_fps,192,6.202991850149467,,current-nlr-pbe-gw-v1:composition:9b898c3ee2669351566d997c7dfc4d701a71492ffab5909c16d72ecb180b2a7f,Fe3 Na O12 V3,0.459
258,1111,pbe_only_fps,1,34.92084178302644,,current-nlr-pbe-gw-v1:composition:e1bb4056f18998c6415d1796e0c78154d42751b9d9a6a3e57a8f46a1e370fe35,Fe4 N3 O,0.572
259,1114,pbe_only_fps,151,6.866017611820663,,current-nlr-pbe-gw-v1:composition:1cc383f496da1760edbfed8a71f581746a9e2664cae69c75a4f9b58ca05b61f7,Fe5 Ge3 La O15,1.428
260,1125,pbe_only_fps,49,10.627840529685717,,current-nlr-pbe-gw-v1:composition:05f174bf29d62b88685db45e8ccc66e278d67ac3246bf70728290cfccb3c5088,Ga K Na2 O3,2.523
261,1126,pbe_only_fps,103,7.86486835800957,,current-nlr-pbe-gw-v1:composition:f82bd2add7832b8e73dc7ffe5321e9994ec2efb2e1acf4cf1aec9f19cd59c30b,Ga K Na4 O4,2.421
262,1129,pbe_only_fps,233,5.801300589399358,,current-nlr-pbe-gw-v1:composition:2d975bf2526986c709dab8a0800dc03d3fef67225b4f77d1f428e983a8b715ea,Ga La O3,3.25
263,1130,pbe_only_fps,296,5.202376619129899,,current-nlr-pbe-gw-v1:composition:e482b2ad26b0a1b8dc0420ff38b4239a200a189ffb3cf512083cbb68041dcddc,Ga Mg Mo4 O7,0.439
264,1133,pbe_only_fps,291,5.276571045041696,,current-nlr-pbe-gw-v1:composition:b9d6a44a2e36f6188ab37f070273b8997f5f1bfdea1c62ba034f92c39fd269d3,Ga Na O6 Si2,4.221
265,1136,pbe_only_fps,109,7.711063348197536,,current-nlr-pbe-gw-v1:composition:b9e27f156da097644005f70309204e70ec914ae42d8370d684d208f3adf4517e,Ga O12 Rb2 Si4 Y,4.098
266,1137,pbe_only_fps,278,5.372213550394269,,current-nlr-pbe-gw-v1:composition:3137610cc95004ba5b545e777b2ee14f555801ab29370101495babb222a74e96,Ga O3 Rb3,2.439
267,1140,pbe_only_fps,282,5.341591215721841,,current-nlr-pbe-gw-v1:composition:45d075f2b5c6949ea71ba9828f211c4daebfb83e4cbdf7adabd7fc2208ebf893,Ga10 Ge O20 Pb3,3.047
268,1144,pbe_only_fps,113,7.644973064479814,,current-nlr-pbe-gw-v1:composition:31d5df53639a867e604b48178c29af17b9c9e0ee98ec6f6dd3e91043c8ce705f,Ga2 Hg O4,0.595
269,1147,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000010334,current-nlr-pbe-gw-v1:composition:b721576214ab474f8b5c6867340375213420300cd15575a8dd6f5735f6b3e263,Ga2 Mg O4,3.145
270,1148,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000009927,current-nlr-pbe-gw-v1:composition:94894f2df6e0179a966025cfee3288aed464ea528e5256654e8dbfedcc5eea9c,Ga2 Mn O4,1.651
271,1150,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000010348,current-nlr-pbe-gw-v1:composition:1367b243719419b65b13aefc7c73028c68a9d5898ef6569e11cbcd9877db47f6,Ga2 Ni O4,1.278
272,1151,pbe_only_fps,80,8.591775266634219,,current-nlr-pbe-gw-v1:composition:0473f6d3730d03231247a3979afa420a0e0bbc7e7c1c38d3739dca84f3834a5d,Ga2 O3,2.02
273,1157,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000010393,current-nlr-pbe-gw-v1:composition:e80a318a7592d966440b34fc114d715a880d0daa52c11ecab50c1cdb1bc3b62f,Ga2 O4 Zn,2.35
274,1159,pbe_only_fps,134,7.143979998330576,,current-nlr-pbe-gw-v1:composition:60e255226b59f98fe1d27d6185c3f4cea5a18148a3a2c1581ec5065bf1d46897,Ga4 Ge O8,2.032
275,1160,pbe_only_fps,182,6.307965964420164,,current-nlr-pbe-gw-v1:composition:d8916755c83a6dd0ba991b33ab2a5d7784983da8eb6fb751b78da4105ddadbab,Ga4 O7 Sr,2.436
276,1164,pbe_only_fps,112,7.670244334598709,,current-nlr-pbe-gw-v1:composition:98294ae31cd93db4b4713cf01e848781599256493f190d6c64938edd18c0d573,Ga5 Na O12 Ti2,2.885
277,1168,pbe_only_fps,127,7.2500419021906914,,current-nlr-pbe-gw-v1:composition:ee0c9aebd2da788b1f6a7955a10407602ebbd1dd589dd1a35cd0b1ac055906f9,Ge In7 Ir O8,0.453
278,1187,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000010518,current-nlr-pbe-gw-v1:composition:2d6443c822c4ca65927d79b94dc5bfd6be04b307667cf78e0a360bfab6179468,Ge Ni2 O4,1.895
279,1188,pbe_only_fps,89,8.374513558874927,,current-nlr-pbe-gw-v1:composition:4a28092f78d6d96eec29726b64202ffcfc0ed7adf5127b667d5fea77596673d6,Ge O Sr3,0.434
280,1189,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000010399,current-nlr-pbe-gw-v1:composition:9a0e81d93236f722f2c252add9dcee4dad1c8dd63b68c944d058ccf7ad00e70e,Ge O2,1.232
281,1205,pbe_only_fps,6,21.544198992081963,,current-nlr-pbe-gw-v1:composition:ab0bd7feb806e2f1922679088fab171827b4a23eed36c52327fd06505023c238,Ge18 O4 Rb10 W,1.864
282,1211,pbe_only_fps,279,5.363706374071506,,current-nlr-pbe-gw-v1:composition:df74d33bbf34f1adce5de8abe58243fd8de96774d124a9158f6a6cb30f0ab4a7,Ge2 K2 O7 Pb2,3.282
283,1217,pbe_only_fps,183,6.306327681613691,,current-nlr-pbe-gw-v1:composition:ba5474c2d7aafb79be58be931a4446361965ff1bf71619e30c94bb2af1028eac,Ge2 N2 O,2.622
284,1221,pbe_only_fps,294,5.245631684646154,,current-nlr-pbe-gw-v1:composition:120d7224aeef8dec346df7b56c6f6ae31767d4df5df30fd00d53bd1147b31481,Ge2 O7 Rb6,2.858
285,1224,pbe_only_fps,227,5.902911790616149,,current-nlr-pbe-gw-v1:composition:5d435fbb68f061ce8f26c0fc7d33ab596388b05bf84e4618e8a18dde3fa1e95a,Ge3 Hf2 Na4 O12,3.598
286,1229,pbe_only_fps,153,6.856192384271443,,current-nlr-pbe-gw-v1:composition:84459befb03bb298b28aefbd5b843ee409618fef7acb5661cdb08ac36dbbc17d,Ge3 O11 Pb5,2.505
287,1230,pbe_only_fps,295,5.226364032220772,,current-nlr-pbe-gw-v1:composition:c33fe98f1f5d69ecdca631e2c786a5338e0f2f41a4dcc4098c500de44b58c3d1,Ge3 O12 Sr3 Y2,3.114
288,1237,pbe_only_fps,219,5.98221274991706,,current-nlr-pbe-gw-v1:composition:31eae8807fab111a698c79ccab32bc900517b04aa6ee8099ce847d2616939874,Ge4 O9 Pb,3.506
289,1242,pbe_only_fps,63,9.254298498923129,,current-nlr-pbe-gw-v1:composition:c95dab6aac6634a79f8a67b8df10446fff98ff346dde54672aa3d7fe5eecbac8,Ge7 N4 O8,0.526
290,1243,pbe_only_fps,139,7.098803641097941,,current-nlr-pbe-gw-v1:composition:633a77a9745f704f011543b77bf3e3657e57b445d628c992e2898672c8473c6b,Ge8 K2 O17,2.596
291,1247,pbe_only_fps,164,6.708259027845217,,current-nlr-pbe-gw-v1:composition:be2eb515b2a9798902ec27cb83f4c1e1394afaacba9459d9c4ea43b3b1ca74d0,Hf Mo2 O8,3.32
292,1249,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000289858,current-nlr-pbe-gw-v1:composition:6f3bed2cacf402bc3b8d32bdfd7910be2365859abad717c22c3b3a791606b5e8,Hf O2,4.358
293,1252,pbe_only_fps,225,5.937399195248929,,current-nlr-pbe-gw-v1:composition:0ceff56386ce8b28ff92a3d810475a938fb548cd265adb6d505b7674d8c509dc,Hf O4 Si,5.686
294,1254,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000289924,current-nlr-pbe-gw-v1:composition:df3181e5959b538f09f4e09ca2af2caec22bdc8c27c2a6656c8e1501e63ed21d,Hf2 La2 O7,4.276
295,1255,pbe_only_fps,25,13.673578562243422,,current-nlr-pbe-gw-v1:composition:e477a8b2f87d0eaf09eb4cc16ff5d772c2f203a8392e9b143446306d55e3d24b,Hf2 N2 O,3.13
296,1256,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000290331,current-nlr-pbe-gw-v1:composition:480d4b9f5e81de56519753a92ee932882c56233bd133432391a4e4ee3ba50083,Hf2 O7 Y2,3.451
297,1258,pbe_only_fps,90,8.283772594628376,,current-nlr-pbe-gw-v1:composition:910b1ca1005e3f9c7990bfc337d0493589fd7721aeac5da3bdf4093e11fe938f,Hf7 N4 O8,3.509
298,1263,pbe_only_fps,207,6.059240083760269,,current-nlr-pbe-gw-v1:composition:dc3949d2c6939e9a9d4e648be9c9d3d6fbe13bb7f869f2a4aef739ae06910ab0,Hg Ni2 O4,0.178
299,1264,pbe_only_fps,47,10.94234960253108,,current-nlr-pbe-gw-v1:composition:29c355a4464a2cfd4697d5464fdb472599d5f835ba67e200b06c7e7a3c407c81,Hg O,1.092
300,1266,pbe_only_fps,283,5.340733589346949,,current-nlr-pbe-gw-v1:composition:903b95a1041edabadbb06e690608bd85e4cd7714c472df25b06c27907add44e1,Hg O2,0.236
301,1269,pbe_only_fps,116,7.513953851604194,,current-nlr-pbe-gw-v1:composition:6a5b74d28dbb50e78fa57b8aabf0d8892c96f470cd61ed2b7f043780e7a4aa41,Hg O3 Ti,1.371
302,1281,pbe_only_fps,178,6.4030418532150675,,current-nlr-pbe-gw-v1:composition:86ffb00b16cfa63ceb7b20eda5b226e86516b4883ee3a5ff6b2aa70cfd6f8b6c,Hg2 O4 W,1.958
303,1282,pbe_only_fps,190,6.246060808662989,,current-nlr-pbe-gw-v1:composition:4b77a4860f11a77690c5292cd7e98dc3f9ba4fb513a100572eceec1abdf8cef3,Hg2 O7 Ru2,0.043
304,1284,pbe_only_fps,186,6.289638651678104,,current-nlr-pbe-gw-v1:composition:b64a3795ff715e2f4575694e7010f6ba1e017f81a11ddbbe46511658907606c8,Hg6 O7 Si2,1.509
305,1292,pbe_only_fps,174,6.508942850166455,,current-nlr-pbe-gw-v1:composition:599a6bb7b71270b036ba8b7fd2a218394450f05f2c2972c651addf62f66411ab,In Mo2 Na O8,3.563
306,1294,pbe_only_fps,199,6.151715834779927,,current-nlr-pbe-gw-v1:composition:a6148d42fb61fbffb96f0267a4f00be6c20e7e9f201496d87107dcc7f6977aed,In Na O2,1.931
307,1303,pbe_only_fps,110,7.6997498940320135,,current-nlr-pbe-gw-v1:composition:cf2d25f89a7f118a00738e3bf6ad66ce6898d0e6556495323be5ea4098894251,In O8 Rb W2,4.4
308,1304,pbe_only_fps,58,9.770613572147434,,current-nlr-pbe-gw-v1:composition:ec1a124908a53339daeee47c679d15c0f2a7eff4b39f74e1207e39729f44c300,In2 K Na9 O8,1.72
309,1306,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000010436,current-nlr-pbe-gw-v1:composition:2e199015572e4fc74af6c01997229bedb39cf7fdac5607abc54d91a852da9a37,In2 Mg O4,1.861
310,1307,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000010046,current-nlr-pbe-gw-v1:composition:2ee0b96165e9fd58531128693d60cb68b3038e34d7f58a9d9073b00dc68857f4,In2 Mn O4,1.022
311,1308,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000010448,current-nlr-pbe-gw-v1:composition:49a5f8d538b56be7b01f633482286551c1228112cf7831bbff2d3387576e655e,In2 Ni O4,0.457
312,1310,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000010087,current-nlr-pbe-gw-v1:composition:6693e36c0af5bf0efbd870f8534018e9d51201456a911b08658672b93221a853,In2 O3,0.97
313,1315,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000010478,current-nlr-pbe-gw-v1:composition:eb5d6bbbb0249185ce851b4fcac35d4958ca05120d15cc2d1cbafc3258c3f9cc,In2 O4 Zn,0.919
314,1320,pbe_only_fps,141,7.052225293284899,,current-nlr-pbe-gw-v1:composition:ef9d17208b646cc2c09d363f3adf5b6bd81cddb3c491ee0f0bb9b9b45f5d44df,In4 K14 O13,1.835
315,1321,pbe_only_fps,114,7.58590836542805,,current-nlr-pbe-gw-v1:composition:d50b6a094b22c8869fb69c0175288680aefe81cffbcdd8cd1262498345a7640b,In4 O7 Rb2,1.493
